2024-08-03 01:05:00,168 INFO    StreamThr :10105 [internal.py:wandb_internal():85] W&B internal server running at pid: 10105, started at: 2024-08-03 01:05:00.165587
2024-08-03 01:05:00,170 DEBUG   HandlerThread:10105 [handler.py:handle_request():158] handle_request: status
2024-08-03 01:05:00,181 INFO    WriterThread:10105 [datastore.py:open_for_write():87] open: /mnt/c/Users/M207/Desktop/kang/code_factory/Soccer_Metrics_Lab/gim/wandb/run-20240803_010500-89n1ex3h/run-89n1ex3h.wandb
2024-08-03 01:05:00,184 DEBUG   SenderThread:10105 [sender.py:send():379] send: header
2024-08-03 01:05:00,287 DEBUG   SenderThread:10105 [sender.py:send():379] send: run
2024-08-03 01:05:00,833 INFO    SenderThread:10105 [dir_watcher.py:__init__():211] watching files in: /mnt/c/Users/M207/Desktop/kang/code_factory/Soccer_Metrics_Lab/gim/wandb/run-20240803_010500-89n1ex3h/files
2024-08-03 01:05:00,834 INFO    SenderThread:10105 [sender.py:_start_run_threads():1188] run started: 89n1ex3h with start time 1722614700.167052
2024-08-03 01:05:00,854 DEBUG   HandlerThread:10105 [handler.py:handle_request():158] handle_request: check_version
2024-08-03 01:05:00,854 DEBUG   SenderThread:10105 [sender.py:send_request():406] send_request: check_version
2024-08-03 01:05:00,911 DEBUG   HandlerThread:10105 [handler.py:handle_request():158] handle_request: run_start
2024-08-03 01:05:00,913 DEBUG   HandlerThread:10105 [system_info.py:__init__():26] System info init
2024-08-03 01:05:00,914 DEBUG   HandlerThread:10105 [system_info.py:__init__():41] System info init done
2024-08-03 01:05:00,914 INFO    HandlerThread:10105 [system_monitor.py:start():194] Starting system monitor
2024-08-03 01:05:00,914 INFO    SystemMonitor:10105 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-08-03 01:05:00,915 INFO    HandlerThread:10105 [system_monitor.py:probe():214] Collecting system info
2024-08-03 01:05:00,916 INFO    SystemMonitor:10105 [interfaces.py:start():188] Started cpu monitoring
2024-08-03 01:05:00,935 INFO    SystemMonitor:10105 [interfaces.py:start():188] Started disk monitoring
2024-08-03 01:05:00,936 INFO    SystemMonitor:10105 [interfaces.py:start():188] Started memory monitoring
2024-08-03 01:05:00,937 INFO    SystemMonitor:10105 [interfaces.py:start():188] Started network monitoring
2024-08-03 01:05:00,939 DEBUG   HandlerThread:10105 [system_info.py:probe():152] Probing system
2024-08-03 01:05:00,993 DEBUG   HandlerThread:10105 [system_info.py:_probe_git():137] Probing git
2024-08-03 01:05:01,101 DEBUG   HandlerThread:10105 [system_info.py:_probe_git():145] Probing git done
2024-08-03 01:05:01,101 DEBUG   HandlerThread:10105 [system_info.py:probe():200] Probing system done
2024-08-03 01:05:01,102 DEBUG   HandlerThread:10105 [system_monitor.py:probe():223] {'os': 'Linux-5.10.16.3-microsoft-standard-WSL2-x86_64-with-glibc2.35', 'python': '3.12.4', 'heartbeatAt': '2024-08-02T16:05:00.940339', 'startedAt': '2024-08-02T16:05:00.100282', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/mnt/c/Users/M207/Desktop/kang/code_factory/Soccer_Metrics_Lab/gim/labs_model.py', 'codePathLocal': 'labs_model.py', 'codePath': 'gim/labs_model.py', 'git': {'remote': 'https://github.com/menguri/Soccer_Metrics_Lab.git', 'commit': '2069db2f90cbcb08ae4e3a00b0e43fca119ad082'}, 'email': 'tatalintelli@gmail.com', 'root': '/mnt/c/Users/M207/Desktop/kang/code_factory/Soccer_Metrics_Lab', 'host': 'DESKTOP-LCSIT7M', 'username': 'mingu', 'executable': '/home/mingu/anaconda3/envs/CIDA/bin/python', 'cpu_count': 4, 'cpu_count_logical': 8, 'cpu_freq': {'current': 2112.006, 'min': 0.0, 'max': 0.0}, 'cpu_freq_per_core': [{'current': 2112.006, 'min': 0.0, 'max': 0.0}, {'current': 2112.006, 'min': 0.0, 'max': 0.0}, {'current': 2112.006, 'min': 0.0, 'max': 0.0}, {'current': 2112.006, 'min': 0.0, 'max': 0.0}, {'current': 2112.006, 'min': 0.0, 'max': 0.0}, {'current': 2112.006, 'min': 0.0, 'max': 0.0}, {'current': 2112.006, 'min': 0.0, 'max': 0.0}, {'current': 2112.006, 'min': 0.0, 'max': 0.0}], 'disk': {'/': {'total': 250.98248672485352, 'used': 21.597858428955078}}, 'memory': {'total': 3.7739219665527344}}
2024-08-03 01:05:01,102 INFO    HandlerThread:10105 [system_monitor.py:probe():224] Finished collecting system info
2024-08-03 01:05:01,102 INFO    HandlerThread:10105 [system_monitor.py:probe():227] Publishing system info
2024-08-03 01:05:01,102 DEBUG   HandlerThread:10105 [system_info.py:_save_conda():209] Saving list of conda packages installed into the current environment
2024-08-03 01:05:01,840 INFO    Thread-12 :10105 [dir_watcher.py:_on_file_created():271] file/dir created: /mnt/c/Users/M207/Desktop/kang/code_factory/Soccer_Metrics_Lab/gim/wandb/run-20240803_010500-89n1ex3h/files/conda-environment.yaml
2024-08-03 01:05:09,892 INFO    Thread-12 :10105 [dir_watcher.py:_on_file_modified():288] file/dir modified: /mnt/c/Users/M207/Desktop/kang/code_factory/Soccer_Metrics_Lab/gim/wandb/run-20240803_010500-89n1ex3h/files/conda-environment.yaml
2024-08-03 01:05:10,157 DEBUG   HandlerThread:10105 [system_info.py:_save_conda():224] Saving conda packages done
2024-08-03 01:05:10,162 INFO    HandlerThread:10105 [system_monitor.py:probe():229] Finished publishing system info
2024-08-03 01:05:10,166 DEBUG   HandlerThread:10105 [handler.py:handle_request():158] handle_request: status_report
2024-08-03 01:05:10,167 DEBUG   HandlerThread:10105 [handler.py:handle_request():158] handle_request: keepalive
2024-08-03 01:05:10,168 DEBUG   SenderThread:10105 [sender.py:send():379] send: files
2024-08-03 01:05:10,168 INFO    SenderThread:10105 [sender.py:_save_file():1454] saving file wandb-metadata.json with policy now
2024-08-03 01:05:10,317 DEBUG   HandlerThread:10105 [handler.py:handle_request():158] handle_request: python_packages
2024-08-03 01:05:10,317 DEBUG   SenderThread:10105 [sender.py:send_request():406] send_request: python_packages
2024-08-03 01:05:10,320 DEBUG   HandlerThread:10105 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-03 01:05:10,323 DEBUG   HandlerThread:10105 [handler.py:handle_request():158] handle_request: stop_status
2024-08-03 01:05:10,323 DEBUG   SenderThread:10105 [sender.py:send():379] send: telemetry
2024-08-03 01:05:10,324 DEBUG   SenderThread:10105 [sender.py:send_request():406] send_request: stop_status
2024-08-03 01:05:10,710 DEBUG   SenderThread:10105 [sender.py:send():379] send: telemetry
2024-08-03 01:05:10,710 DEBUG   SenderThread:10105 [sender.py:send():379] send: run
